,race_id,gp_year,gp_name,gp_round,driver_id,driver_name,rookie_or_experienced,lap_number,lap_time,lap_time_ms,median_lap_time_ms,max_lap_time_ms
180,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,70,1:21.155,81155,81610.0,85690.5
181,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,71,1:21.223,81223,81610.0,85690.5
182,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,72,1:19.764,79764,81610.0,85690.5
183,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,73,1:21.033,81033,81610.0,85690.5
184,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,74,1:20.968,80968,81610.0,85690.5
185,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,75,1:20.978,80978,81610.0,85690.5
186,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,76,1:20.734,80734,81610.0,85690.5
187,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,77,1:21.563,81563,81610.0,85690.5
188,931,2015,Monaco Grand Prix,6,822,Valtteri Bottas,experienced,2,1:24.601,84601,81628.0,85709.40000000001
189,931,2015,Monaco Grand Prix,6,822,Valtteri Bottas,experienced,3,1:23.192,83192,81628.0,85709.40000000001
190,931,2015,Monaco Grand Prix,6,822,Valtteri Bottas,experienced,4,1:23.807,83807,81628.0,85709.40000000001
191,931,2015,Monaco Grand Prix,6,822,Valtteri Bottas,experienced,5,1:23.023,83023,81628.0,85709.40000000001
192,931,2015,Monaco Grand Prix,6,822,Valtteri Bottas,experienced,6,1:25.005,85005,81628.0,85709.40000000001
193,931,2015,Monaco Grand Prix,6,822,Valtteri Bottas,experienced,7,1:23.987,83987,81628.0,85709.40000000001
194,931,2015,Monaco Grand Prix,6,822,Valtteri Bottas,experienced,8,1:22.723,82723,81628.0,85709.40000000001
195,931,2015,Monaco Grand Prix,6,822,Valtteri Bottas,experienced,9,1:22.359,82359,81628.0,85709.40000000001
196,931,2015,Monaco Grand Prix,6,822,Valtteri Bottas,experienced,10,1:21.753,81753,81628.0,85709.40000000001
197,931,2015,Monaco Grand Prix,6,822,Valtteri Bottas,experienced,11,1:22.107,82107,81628.0,85709.40000000001
198,931,2015,Monaco Grand Prix,6,822,Valtteri Bottas,experienced,12,1:21.684,81684,81628.0,85709.40000000001
199,931,2015,Monaco Grand Prix,6,822,Valtteri Bottas,experienced,13,1:21.971,81971,81628.0,85709.40000000001
200,931,2015,Monaco Grand Prix,6,822,Valtteri Bottas,experienced,15,1:23.780,83780,81628.0,85709.40000000001
201,931,2015,Monaco Grand Prix,6,822,Valtteri Bottas,experienced,16,1:20.252,80252,81628.0,85709.40000000001
202,931,2015,Monaco Grand Prix,6,822,Valtteri Bottas,experienced,17,1:20.183,80183,81628.0,85709.40000000001
203,931,2015,Monaco Grand Prix,6,822,Valtteri Bottas,experienced,18,1:20.523,80523,81628.0,85709.40000000001
204,931,2015,Monaco Grand Prix,6,822,Valtteri Bottas,experienced,19,1:21.305,81305,81628.0,85709.40000000001
205,931,2015,Monaco Grand Prix,6,822,Valtteri Bottas,experienced,20,1:21.883,81883,81628.0,85709.40000000001
206,931,2015,Monaco Grand Prix,6,822,Valtteri Bottas,experienced,21,1:21.244,81244,81628.0,85709.40000000001
